0,0,0,0,0,0,9.27449323617237e-06,0,0,0,3.18937337520782e-06,0,0,0,3.6199511516706e-07,0,4.80069019742332e-09,0,6.12177637271368e-05,0,0,0,2.90704958925231e-07,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10630870388323e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07923476151826e-06,0,0,0,0,0,0,0,1.86249679553012e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40003803778502e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27111156540317e-10,0,0,0,0,4.05953786781776e-06,0.000523393859028194
0,0,3.68795346465172e-06,0,2.06180832601203e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96868826177363e-07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10630870388323e-05,0
0,0,0,0,0,0,0.000352857695922362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38544098959692e-10,0,0,0,0,0,0,0,0,0,1.23766174315193e-06,0,2.36478728669889e-05,0,0,0,0,0,0,0,0,0,0,0,5.29165097636989e-11,0,0,3.61560983159162e-08,0,0
0,0,3.17955792834095e-07,0,4.85224780787224e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705989591889904,9.87135158819008e-08,3.70055711322293e-08,0,5.07399232511952e-11,0,0,0,0,2.99744249012319e-07,3.72019229079552e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10630870388323e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5.58476307586712e-10,0,5.98885726003591e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68478707101012e-07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000352857695922362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.8374907182428e-07,0,8.56984546930693e-11,0,6.68957669689449e-06,0,0,0,0,0,0,0,2.61158930851305e-07,0,3.19054807446076e-09,0,4.41419780545597e-05,0,0,1.08727451073579e-07,1.96265265594761e-07,0,0,0,0,0,0,0
0,0,3.68795346465172e-06,0,2.06180832601203e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96868826177363e-07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5686936575354e-10,0,0,0,0,0,0,0,0,2.07429211000483e-12,3.62125996098908e-07,0,9.97471479612211e-06,0,1.67354099842557e-07,0,5.09293547044458e-11,0,0,0,0,0,1.04843580365976e-08,0,2.56068794638479e-12,0,0,4.76338059538631e-08,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69873221601959e-10,0,0,0,0,0,0.000866781738185767
1.32270355837832e-09,0,0,0,0,0,2.67104877303702e-06,0,0,9.3894163503008e-13,6.5260680633196e-07,0,6.27545447478477e-06,0,1.04406500176522e-07,0,7.37168106343621e-10,0,1.75937364807682e-05,0,0,0,5.0298408683156e-08,0,1.16466255429787e-10,0,0,2.50796405076435e-07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40003803778502e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.96056648129298e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.42975951334956e-10,0,0,0,0,0,0,0,8.12539754711483e-11,2.13862056933333e-12,3.30999666424205e-07,0,1.00683602017983e-05,0,0,0,3.07189964200803e-11,0,0,0,0,0,8.13645229040103e-09,0,1.65716273675422e-12,0,0,7.13223102741747e-08,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
