0.0118722396037969,0.449651201876611,0,0,2.57819227121939e-06,5.40797186763045e-06,-9.48892976319156e-06,-0.000206390819026763,1.17890966493074e-06,-4.54670655237934e-05,2.8770886972211e-06,3.46073090838747e-06,3.48428471947e-06,5.41818793878355e-06,-4.94806129730974e-05,0.000246324237930203,-5.38193309091838e-05,0.000288804697767386,1.11752146707451e-06,3.3257831845478e-07,-3.51860151664952e-05,3.66441513905639e-06,0.000280774550012958,1.70607627959958e-06,0.537547214299059,8.24740131061003e-07,0,0.475558275796365,0,2.24932960847741e-06,0
0,-0.0489004393379328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.631111011690361,-0.0371629682721641,-0.0406844569492137,-0.0406844569492137,0,0,-0.0158515321042885,0,-0.0406844569492137,-0.0406844569492137,-0.0384869828784495,-0.0406844569492137,0,0,0,-0.0406844569492137,0,0,0,0,0,-0.0495075077461271,0.795385186880271,-0.0406804183950005,-0.0375102190003362,0,-0.0374541970736553,0,0
0,0,-0.0317243302322412,-0.640697782550159,-0.0347304629361167,-0.0347304629361167,0,0,-0.0131102116558701,0,-0.0347304629361167,-0.0347304629361167,-0.0318311497091162,-0.0347304629361167,0,0,0,-0.0347304629361167,0,0,0,0,0,-0.0409458152557385,0.657833456027546,-0.0347271227989221,-0.0321051689851359,0,-0.0320588353364126,0,0
0.000334400257484546,607.213460305039,-0.137245975861955,-0.137245975861955,-0.700740115544551,-0.136546356305223,-0.00286742321553568,0.000318740950300267,0.000240409914198381,0.000667687724553723,-0.133040619715308,-0.137245975861955,0.000710535061343442,-0.136545034667979,0.00035163932876614,0.000628814389447285,0.000702264996155222,-0.136508717593631,0.00163358451765738,-0.0591699516883093,0.000484136133960256,0.000474058750588036,0.000716758957741703,0,0,-0.137245975861955,-0.137245975861955,607.213460305039,-0.137245975861955,-0.0520830721606469,0
0.000409585670935186,71.2494275698847,-0.0801417523246806,-0.0801417523246806,-0.0797332251750715,-0.698397752137148,-0.00150356723599421,-0.0327036326144836,0.000186803988944106,-0.0072044784443781,-0.0796858635743192,-0.0795933826208683,0.000552101919737424,-0.0782477504179813,-0.00784044462687206,-0.0280333454227844,-0.00852793566319399,-0.0781496186513797,0.00017707672828049,5.26986579374444e-05,-0.00557539583945221,0.00128094668205847,0.00193674282167322,0.00027033611460503,85.1769797361873,-0.080011068229191,-0.0801417523246806,75.3545298782729,-0.0801417523246806,0.000356417256819341,0
0.00696581109460581,-332.679518449897,0,0,0.016229118625366,0.0145736055515155,-0.0304790958513546,0.0066396156697679,0.00500792098068192,0.0139084413777746,0.0181106018862232,0,0.0148009840078567,0.0146011362375797,0.00732491386989942,0.0130986805013666,0.0146287121374766,0.0153576486111584,0.00703453682804334,0.00209350294044786,0.0100808735178926,0.009875003051385,0.0149306322513865,0,0,0,0,-332.67951844989,0,0.0141590049337892,0
0.000137801512659508,0.33713511425562,0,0,1.93333647973293e-06,0.000288303039915842,-7.11556476988649e-06,-0.0669208177126433,6.43399558891006e-07,1.65687969800373e-06,2.15747313406494e-06,1.61187754224752e-07,1.9015768370741e-06,0.00028884766662394,0.000105762654642699,0.000259125274826278,1.74268383740499e-06,0.000303813402942874,8.38007723109879e-07,2.49394038406847e-07,-2.63853117550257e-05,0.000195352736875984,0.000295365935445231,6.08663510218155e-08,0.0194272133017908,0,0,0.356611946603696,0,1.68672873248916e-06,-1.57254451024465e-05
2.26131338995758e-07,0.0619980241716487,7.2878183614175e-05,7.06080376306118e-05,3.55534136135013e-07,4.73103391722017e-07,-1.30852865367725e-06,1.56870068150627e-07,-0.00946430474321697,-6.26993343515506e-06,3.96752119683321e-07,1.82000292251296e-07,4.80484785801965e-07,4.73997119901587e-07,-6.96044634045979e-06,4.25222858768844e-07,3.20473751770395e-07,4.98555805132964e-07,1.54106826448118e-07,4.58627327602898e-08,-4.85217091454452e-06,3.20572524282374e-07,4.84693560379732e-07,4.95190538236028e-05,-1.52689570161116,7.38211890077958e-05,7.10194800883389e-05,0.065579748743321,6.47687172297006e-05,3.10183793933308e-07,0
0.00130996382599786,28.4998659132673,0,0,0.000163411403332481,0.00274065637914135,-0.000601428896268574,6.68544566494872e-05,0.000941770508799955,-0.000281317242721221,0.000182356105693157,0.00306879084383677,0.00278341629497518,0.00274583369106254,0.00137749531789813,0.00246328766607441,0.000147296870230476,0.00288810048771314,7.08309281453184e-05,2.10795333011743e-05,0.000101504568639221,0.00185705529968418,0.00280779744615302,0.00153630369276875,-119.826919551477,0.00229078328745427,0,28.4998659132671,0,0.000142567376524086,0
