1.99743463997032e-06,0.132141232047055,2.35023336963086e-05,0,0,0,1.35429953583821,0
1.90441286065507e-06,0.0836938662359274,2.46461077903741e-05,0,0,0,1.44925429056523,0
2.10628440273002e-06,0.0451439529473903,2.36712782036557e-05,0,0,0,1.50838254135069,0
2.23263148732215e-06,0.0234624313340906,2.22386371932226e-05,0,0,0,1.6255176971755,0
2.33749739502749e-06,0.0134108531247752,2.02176559099209e-05,0,0,0,1.63938603677841,0
2.26547478252208e-06,0.00855327889296,1.80405802765486e-05,0,0,0,1.59491845557957,0
2.39140631955983e-06,0.00532753542516869,1.68780255306685e-05,0,0,0,1.63889956235553,0
2.6361718823844e-06,0.00362332885383587,1.52768372742248e-05,0,0,0,1.64149990727588,0
2.71780488004978e-06,0.00248883705163775,1.47566782701063e-05,0,0,0,1.60898817000847,0
2.89737487589045e-06,0.00167223690415506,1.52278748319135e-05,0,0,0,1.71716863453025,0
3.00776874282542e-06,0.00120405593765018,1.42937129263804e-05,0,0,0,1.7436129148494,0
3.09896794161246e-06,0.000858326032267718,1.36133046060205e-05,0,0,0,1.76983416025162,0
3.3111100154664e-06,0.000608303974585096,1.23436309094993e-05,0,0,0,1.95906129338636,0
3.22025624349218e-06,0.000443786783728067,1.09787226441551e-05,0,0,0,2.03416997101996,0
3.18542962163585e-06,0.000341610285962567,9.89819000858776e-06,0,0,0,2.01544596015199,0
3.2778749749243e-06,0.000244601326036948,8.26473863182039e-06,0,0,0,2.05221750994535,0
3.62447527349329e-06,0.000185456755057213,7.58983911346922e-06,0,0,0,2.08381255688484,0
3.39359023212191e-06,0.000141296473267143,7.3536363633698e-06,0,0,0,2.18509081180604,0
3.40496520726965e-06,0.000143293623405389,6.68170341681218e-06,0,0,0,2.22475867721174,0
3.8340142999262e-06,0.000151023491702691,6.43733840917433e-06,0,0,0,2.15328710562712,0
3.88844218537908e-06,0.000124491867485443,5.89649227073423e-06,0,0,0,2.16787207675919,0
4.21401779581106e-06,0.000118336128676698,5.34793796606584e-06,0,0,0,2.15860599575135,0
4.53987758887028e-06,0.000105714390634605,5.00132208746316e-06,0,0,0,2.20901361722723,0
4.72271735702135e-06,0.000103615704558167,4.29376587147597e-06,0,0,0,2.20091550610507,0
4.98842515470109e-06,9.77336365544873e-05,4.05987930484854e-06,0,0,0,2.01417869140981,0
5.29003469410074e-06,8.95163400163606e-05,3.92913843734082e-06,0,0,0,1.91325142424848,0
6.00582226120272e-06,7.76361307367476e-05,3.56644765650762e-06,0,0,0,2.02714804941265,0
5.81156356276438e-06,6.70596159293984e-05,3.18725148016635e-06,0,0,0,1.92304662589971,0
6.1424828971466e-06,5.64586617508992e-05,3.33035013924839e-06,0,0,0,1.80417493041864,0
6.54401281994754e-06,4.83706517364119e-05,3.03794836814372e-06,0,0,0,1.71461775867744,0
