0,0,0.214780862767407,2.04232031989016,0,0,1.49630644269713e-06,0,0,0,0.0436934456575089,0.00485454672403006,0
0,0,0.213596639065154,2.07497772304275,0,0,1.50433769955449e-06,0,0,0,0.0493296989186341,0.00500075155040981,0
0,0,0.203333465770918,2.3362192345843,0,0,1.46277706517281e-06,0,0,0,0.0447390013125261,0.00497490746528918,0
0,0,0.200485614518539,2.61968623621863,0,0,1.47786533725219e-06,0,0,0,0.0476822962170523,0.00496088181181985,0
0,0,0.22218695972334,2.71305155477352,0,0,1.73344662494401e-06,0,0,0,0.0560872950947825,0.00484525096531921,0
0,0,0.224009637875575,2.6802005277546,0,0,1.84641336298596e-06,0,0,0,0.0586873565171189,0.0049769620280549,0
0,0,0.216869638213073,2.82630992980918,0,0,1.76499064294692e-06,0,0,0,0.0519446015249959,0.00488006510796206,0
0,0,0.229431110217471,2.92623789227951,0,0,1.77023152079688e-06,0,0,0,0.0501881970022251,0.00536400254750064,0
0,0,0.232845990900064,3.15029394523387,0,0,1.62606515187836e-06,0,0,0,0.0458233972361873,0.00571230853455295,0
0,0,0.243472251124113,3.05287670374764,0,0,1.6863928736152e-06,0,0,0,0.0422126554894663,0.00576419842752449,0
0,0,0.236947313635414,3.01037225136569,0,0,1.68664518646928e-06,0,0,0,0.0392065706677273,0.00568477735642328,0
0,0,0.22509710207363,2.99517513871264,0,0,1.80702279838395e-06,0,0,0,0.0373128631793126,0.00572017879872321,0
0,0,0.245014360560403,2.73351409633146,0,0,1.96174559274355e-06,0,0,0,0.0347256559430552,0.00551363570056634,0
0,0,0.240475510104325,2.75010107168294,0,0,1.92206030708763e-06,0,0,0,0.0345160977323227,0.00535218606844955,0
0,0,0.275432566802839,2.9224656399948,0,0,1.82639111807178e-06,0,0,0,0.0319234238888526,0.00516959571768828,0
0,0,0.270499251800679,3.11373793543868,0,0,1.77901240782198e-06,0,0,0,0.0334189351772098,0.00544415877030466,0
0,0,0.301904655362754,3.03052245319272,0,0,1.85081919392245e-06,0,0,0,0.0305279270223045,0.005434219795092,0
0,0,0.333251390645352,3.08888626891729,0,0,1.98805341334911e-06,0,0,0,0.0256269575942159,0.00532487083689964,0
0,0,0.373392321220683,2.90758503422025,0,0,2.07374261041788e-06,0,0,0,0.0239904673488712,0.0055127358768334,0
0,0,0.382544681823306,2.7188505053079,0,0,2.0477031226951e-06,0,0,0,0.0231766128273327,0.00592119502691762,0
0,0,0.405927844059336,2.92356339834714,0,0,2.07433642105666e-06,0,0,0,0.0218085433670892,0.00569361981402629,0
0,0,0.40470707725204,3.11616303333981,0,0,1.92370108410507e-06,0,0,0,0.0207850235786412,0.00561953232287105,0
0,0,0.451114190022577,3.42372093228896,0,0,1.9432308205006e-06,0,0,0,0.0214794682926757,0.00539838080209849,0
